,Gene.Symbol,Protein.Id,Compartment,Swarup.Sharan,Ordureau.Alban,Park.Hankum,Itzhak.Daniel
297,APOBEC1,P41238,Cytoplasm,1,0,0,0
298,APOBEC3B,Q9UH17,Nucleus,1,0,0,0
10529,APOBEC3C,Q9NRW3,Large Protein Complex,0,0,0,1
299,APOBR,Q0VD83,Plasma membrane,1,0,0,0
9162,APOC1,P02654,Endosome,0,0,1,0
9165,APOC3,P02656,Endosome,0,0,1,0
9050,APOE,P02649,Endosome,0,0,1,0
300,APOL2,Q9BQE5,Cytoplasm,1,0,0,0
301,APOL3,O95236,Cytoplasm,1,0,0,0
302,APOL5,Q9BWW9,Cytoplasm,1,0,0,0
303,APOL6,Q9BWW8,Cytoplasm,1,0,0,0
304,APOLD1,Q96LR9,Plasma membrane,1,0,0,0
305,APOO,Q9BUR5,Mitochondria,1,0,0,0
306,APOOL,Q6UXV4,Mitochondria,1,0,0,0
8148,APP,P05067,Endosome,0,1,0,0
9747,APPL1,Q9UKG1,Plasma membrane,0,0,0,1
307,APRT,P07741,Cytoplasm,1,0,0,0
9854,APTX,Q7Z2E3,Large Protein Complex,0,0,0,1
308,AQP1,P29972,Plasma membrane,1,0,0,0
309,AQP10,Q96PS8,Plasma membrane,1,0,0,0
310,AQP3,Q92482,Plasma membrane,1,0,0,0
311,AQP8,O94778,Mitochondria,1,0,0,0
312,AQP9,O43315,Plasma membrane,1,0,0,0
313,AQP9,O14520,Plasma membrane,1,0,0,0
314,AQR,O60306,Nucleus,1,0,0,0
9855,ARAP1,Q96P48,Large Protein Complex,0,0,0,1
315,ARAP2,Q8WZ64,Cytoplasm,1,0,0,0
9856,ARCN1,P48444,Large Protein Complex,0,0,0,1
316,AREL1,O15033,Cytoplasm,1,0,0,0
8340,ARF1,P84077,Golgi,0,1,0,0
317,ARF4,P18085,Golgi,1,0,0,0
8856,ARF5,P84085,Mitochondria,0,1,0,0
8576,ARF6,P62330,Plasma membrane,0,1,0,0
10530,ARFGAP1,Q8N6T3,Large Protein Complex,0,0,0,1
9857,ARFGAP2,Q8N6H7,Large Protein Complex,0,0,0,1
9458,ARFGAP3,Q9NP61,Golgi,0,0,0,1
9858,ARFGEF1,Q9Y6D6,Large Protein Complex,0,0,0,1
9859,ARFGEF2,Q9Y6D5,Large Protein Complex,0,0,0,1
318,ARFIP1,P53367,Golgi,1,0,0,0
319,ARFIP2,P53365,Golgi,1,0,0,0
320,ARFRP1,Q13795,Golgi,1,0,0,0
321,ARG2,P78540,Mitochondria,1,0,0,0
322,ARGFX,A6NJG6,Nucleus,1,0,0,0
323,ARGLU1,Q9NWB6,Nucleus,1,0,0,0
324,ARHGAP1,Q07960,Cytoplasm,1,0,0,0
10531,ARHGAP10,A1A4S6,Large Protein Complex,0,0,0,1
8447,ARHGAP11A,Q6P4F7,Nucleus,0,1,0,0
9459,ARHGAP12,Q8IWW6,Golgi,0,0,0,1
9860,ARHGAP17,Q68EM7,Large Protein Complex,0,0,0,1
325,ARHGAP18,Q8N392,Cytoplasm,1,0,0,0
326,ARHGAP19,Q14CB8,Nucleus,1,0,0,0
9861,ARHGAP21,Q5T5U3,Large Protein Complex,0,0,0,1
10829,ARHGAP26,Q9UNA1,Large Protein Complex,0,0,0,1
9862,ARHGAP35,Q9NRY4,Large Protein Complex,0,0,0,1
327,ARHGAP39,Q9C0H5,Nucleus,1,0,0,0
9863,ARHGAP5,Q13017,Large Protein Complex,0,0,0,1
328,ARHGAP6,O43182,Cytoplasm,1,0,0,0
329,ARHGDIA,P52565,Cytoplasm,1,0,0,0
330,ARHGDIB,P52566,Cytoplasm,1,0,0,0
331,ARHGDIG,Q99819,Cytoplasm,1,0,0,0
9864,ARHGEF1,Q92888-3,Large Protein Complex,0,0,0,1
332,ARHGEF10L,Q9HCE6,Cytoplasm,1,0,0,0
10532,ARHGEF12,Q9NZN5-2,Large Protein Complex,0,0,0,1
333,ARHGEF16,Q5VV41,Cytoplasm,1,0,0,0
11076,ARHGEF17,Q96PE2,Large Protein Complex,0,0,0,1
10830,ARHGEF18,Q6ZSZ5,Large Protein Complex,0,0,0,1
9865,ARHGEF2,Q92974,Large Protein Complex,0,0,0,1
334,ARHGEF3,Q9NR81,Cytoplasm,1,0,0,0
335,ARHGEF39,Q8N4T4,Plasma membrane,1,0,0,0
10831,ARHGEF5,Q12774,Large Protein Complex,0,0,0,1
9866,ARHGEF7,Q14155-1,Large Protein Complex,0,0,0,1
336,ARID1A,O14497,Nucleus,1,0,0,0
337,ARID1B,Q8NFD5,Nucleus,1,0,0,0
338,ARID2,Q68CP9,Nucleus,1,0,0,0
8448,ARID3A,Q99856,Nucleus,0,1,0,0
339,ARID3B,Q8IVW6,Nucleus,1,0,0,0
340,ARID3C,A6NKF2,Nucleus,1,0,0,0
341,ARID4A,P29374,Nucleus,1,0,0,0
342,ARID5A,Q03989,Nucleus,1,0,0,0
343,ARID5B,Q14865,Nucleus,1,0,0,0
9867,ARIH1,Q9Y4X5,Large Protein Complex,0,0,0,1
8341,ARL1,P40616,Golgi,0,1,0,0
344,ARL13B,Q3SXY8,Plasma membrane,1,0,0,0
345,ARL14EP,Q8N8R7,Cytoplasm,1,0,0,0
346,ARL17A,Q8IVW1,Golgi,1,0,0,0
8857,ARL2,P36404,Mitochondria,0,1,0,0
9216,ARL3,P36405,Endosome,0,0,0,1
347,ARL6IP1,Q15041,ER,1,0,0,0
348,ARL6IP4,Q66PJ3,Nucleus,1,0,0,0
10533,ARL6IP4,Q66PJ3-2,Large Protein Complex,0,0,0,1
8250,ARL6IP5,O75915,ER-Membrane,0,1,0,0
349,ARL6IP6,Q8N6S5,Nucleus,1,0,0,0
350,ARL8A,Q96BM9,Lysosome,1,0,0,0
351,ARL8B,Q9NVJ2,Lysosome,1,0,0,0
8426,ARMC1,Q9NVT9,Mitochondrion-Mtx,0,1,0,0
352,ARMC10,Q8N2F6,ER,1,0,0,0
353,ARMC5,Q96C12,Cytoplasm,1,0,0,0
10534,ARMC8,Q8IUR7,Large Protein Complex,0,0,0,1
354,ARMCX1,Q9P291,Mitochondria,1,0,0,0
355,ARMCX2,Q7L311,Mitochondria,1,0,0,0
9001,ARMCX3,Q9UH62,Mitochondria,0,1,0,0
356,ARMCX6,Q7L4S7,Mitochondria,1,0,0,0
357,ARMS2,P0C7Q2,Cytoplasm,1,0,0,0
11214,ARMT1,Q9H993,Large Protein Complex,0,0,0,1
358,ARNT,P27540,Nucleus,1,0,0,0
359,ARNT2,Q9HBZ2,Nucleus,1,0,0,0
360,ARNTL2,Q8WYA1,Nucleus,1,0,0,0
9868,ARPC1A,Q92747,Large Protein Complex,0,0,0,1
9869,ARPC1B,O15143,Large Protein Complex,0,0,0,1
9870,ARPC2,O15144,Large Protein Complex,0,0,0,1
9871,ARPC3,O15145,Large Protein Complex,0,0,0,1
9872,ARPC4,P59998,Large Protein Complex,0,0,0,1
9873,ARPC5,O15511,Large Protein Complex,0,0,0,1
9874,ARPC5L,Q9BPX5,Large Protein Complex,0,0,0,1
9183,ARPIN,Q7Z6K5-2,Endosome,0,0,0,1
361,ARPP19,P56211,Cytoplasm,1,0,0,0
362,ARPP21,Q9UBL0,Cytoplasm,1,0,0,0
9875,ARRB1,P49407-2,Large Protein Complex,0,0,0,1
9876,ARRB2,P32121,Large Protein Complex,0,0,0,1
363,ARRDC1,Q8N5I2,Plasma membrane,1,0,0,0
364,ARSA,O43681,Lysosome,1,0,0,0
365,ARSA,P15289,Lysosome,1,0,0,0
366,ARSB,P15848,Lysosome,1,0,0,0
367,ARSD,P51689,Lysosome,1,0,0,0
368,ARSE,P51690,Golgi,1,0,0,0
369,ARSG,Q96EG1,Lysosome,1,0,0,0
9079,ARSK,Q6UWY0,Endosome,0,0,1,0
370,ART3,Q13508,Plasma membrane,1,0,0,0
371,ART4,Q93070,Plasma membrane,1,0,0,0
372,ARV1,Q9H2C2,ER,1,0,0,0
373,ARX,Q96QS3,Nucleus,1,0,0,0
374,AS3MT,Q9HBK9,Cytoplasm,1,0,0,0
375,ASAH1,Q13510,Lysosome,1,0,0,0
9877,ASAP1,Q9ULH1,Large Protein Complex,0,0,0,1
10535,ASAP2,O43150-2,Large Protein Complex,0,0,0,1
376,ASAP3,Q8TDY4,Cytoplasm,1,0,0,0
377,ASB6,Q9NWX5,Cytoplasm,1,0,0,0
378,ASB8,Q9H765,Cytoplasm,1,0,0,0
379,ASB9,Q96DX5,Mitochondria,1,0,0,0
380,ASCC1,Q8N9N2,Nucleus,1,0,0,0
9878,ASCC1,Q8N9N2-2,Large Protein Complex,0,0,0,1
381,ASCC2,Q9H1I8,Nucleus,1,0,0,0
382,ASCC3,Q8N3C0,Nucleus,1,0,0,0
383,ASCL1,P50553,Nucleus,1,0,0,0
384,ASCL2,Q99929,Nucleus,1,0,0,0
385,ASCL3,Q9NQ33,Nucleus,1,0,0,0
386,ASCL4,Q6XD76,Nucleus,1,0,0,0
387,ASCL5,Q7RTU5,Nucleus,1,0,0,0
388,ASDURF,L0R819,Cytoplasm,1,0,0,0
389,ASF1A,Q9Y294,Nucleus,1,0,0,0
390,ASF1B,Q9NVP2,Nucleus,1,0,0,0
391,ASH1L,Q9NR48,Nucleus,1,0,0,0
392,ASH2L,Q9UBL3,Nucleus,1,0,0,0
393,ASIC1,P78348,Plasma membrane,1,0,0,0
394,ASIC2,Q16515,Plasma membrane,1,0,0,0
395,ASIC5,Q9NY37,Plasma membrane,1,0,0,0
10832,ASNS,P08243,Large Protein Complex,0,0,0,1
396,ASPH,Q12797,ER,1,0,0,0
9879,ASPM,Q8IZT6,Large Protein Complex,0,0,0,1
397,ASRGL1,Q7L266,Cytoplasm,1,0,0,0
398,ASS1,P00966,Cytoplasm,1,0,0,0
9880,ASUN,Q9NVM9,Large Protein Complex,0,0,0,1
399,ASXL1,Q8IXJ9,Nucleus,1,0,0,0
400,ASXL2,Q76L83,Nucleus,1,0,0,0
401,ASXL3,Q9C0F0,Nucleus,1,0,0,0
8430,ATAD1,Q8NBU5,Mitochondrion-OM,0,1,0,0
402,ATAD2,Q6PL18,Nucleus,1,0,0,0
403,ATAD2B,Q9ULI0,Nucleus,1,0,0,0
404,ATAD3A,Q9NVI7,Mitochondria,1,0,0,0
9537,ATAD3A,Q9NVI7-2,Mitochondria,0,0,0,1
405,ATAD3B,Q5T9A4,Mitochondria,1,0,0,0
406,ATAD5,Q96QE3,Nucleus,1,0,0,0
407,ATF1,P18846,Nucleus,1,0,0,0
8449,ATF2,P15336,Nucleus,0,1,0,0
408,ATF3,P18847,Nucleus,1,0,0,0
8251,ATF6,P18850,ER-Membrane,0,1,0,0
409,ATF7IP,Q6VMQ6,Nucleus,1,0,0,0
410,ATF7IP2,Q5U623,Nucleus,1,0,0,0
411,ATG10,Q9H0Y0,Cytoplasm,1,0,0,0
10536,ATG16L1,Q676U5,Large Protein Complex,0,0,0,1
412,ATG3,Q9NT62,Cytoplasm,1,0,0,0
413,ATG4A,Q8WYN0,Cytoplasm,1,0,0,0
414,ATG4B,Q9Y4P1,Cytoplasm,1,0,0,0
415,ATG4C,Q96DT6,Cytoplasm,1,0,0,0
8149,ATG9A,Q7Z3C6,Endosome,0,1,0,0
8858,ATIC,P31939,Mitochondria,0,1,0,0
416,ATL1,Q8WXF7,ER,1,0,0,0
417,ATL2,Q8NHH9,ER,1,0,0,0
418,ATL3,Q6DD88,ER,1,0,0,0
10537,ATM,Q13315,Large Protein Complex,0,0,0,1
419,ATMIN,O43313,Nucleus,1,0,0,0
420,ATOH1,Q92858,Nucleus,1,0,0,0
421,ATOH7,Q8N100,Nucleus,1,0,0,0
11215,ATOX1,O00244,Large Protein Complex,0,0,0,1
422,ATP10B,O94823,ER,1,0,0,0
9658,ATP11A,P98196,Plasma membrane,0,0,0,1
9145,ATP11B,Q9Y2G3,Endosome,0,0,1,0
9707,ATP11C,Q8NB49,Plasma membrane,0,0,0,1
423,ATP13A1,Q9HD20,ER,1,0,0,0
424,ATP13A2,Q9NQ11,Lysosome,1,0,0,0
8577,ATP13A3,Q9H7F0,Plasma membrane,0,1,0,0
425,ATP1A1,P05023,Plasma membrane,1,0,0,0
426,ATP1A2,P50993,Plasma membrane,1,0,0,0
427,ATP1A3,P13637,Plasma membrane,1,0,0,0
428,ATP1A4,Q13733,Plasma membrane,1,0,0,0
429,ATP1B1,P05026,Plasma membrane,1,0,0,0
430,ATP1B2,P14415,Plasma membrane,1,0,0,0
431,ATP1B3,P54709,Plasma membrane,1,0,0,0
432,ATP1B4,Q9UN42,Nucleus,1,0,0,0
433,ATP2A1,O14983,ER,1,0,0,0
434,ATP2A2,P16615,ER,1,0,0,0
435,ATP2B1,P20020,Plasma membrane,1,0,0,0
436,ATP2B2,Q01814,Plasma membrane,1,0,0,0
437,ATP2B3,Q16720,Plasma membrane,1,0,0,0
438,ATP2B4,P23634,Plasma membrane,1,0,0,0
439,ATP2C1,P98194,Golgi,1,0,0,0
9446,ATP2C1,P98194-7,Ergic/cisGolgi,0,0,0,1
440,ATP4A,P20648,Plasma membrane,1,0,0,0
441,ATP4B,P51164,Plasma membrane,1,0,0,0
442,ATP5F1A,P25705,Mitochondria,1,0,0,0
443,ATP5F1B,P06576,Mitochondria,1,0,0,0
444,ATP5F1C,P36542,Mitochondria,1,0,0,0
445,ATP5F1D,P30049,Mitochondria,1,0,0,0
446,ATP5F1E,P56381,Mitochondria,1,0,0,0
447,ATP5F1EP2,Q5VTU8,Mitochondria,1,0,0,0
448,ATP5IF1,Q9UII2,Mitochondria,1,0,0,0
449,ATP5MC1,P05496,Mitochondria,1,0,0,0
450,ATP5MC2,Q06055,Mitochondria,1,0,0,0
451,ATP5MC3,P48201,Mitochondria,1,0,0,0
452,ATP5MD,Q96IX5,Mitochondria,1,0,0,0
453,ATP5ME,P56385,Mitochondria,1,0,0,0
454,ATP5MF,P56134,Mitochondria,1,0,0,0
455,ATP5MG,O75964,Mitochondria,1,0,0,0
456,ATP5MGL,Q7Z4Y8,Mitochondria,1,0,0,0
457,ATP5MPL,P56378,Mitochondria,1,0,0,0
458,ATP5PB,P24539,Mitochondria,1,0,0,0
459,ATP5PD,O75947,Mitochondria,1,0,0,0
460,ATP5PF,P18859,Mitochondria,1,0,0,0
461,ATP5PO,P48047,Mitochondria,1,0,0,0
462,ATP6AP1,Q15904,Ergic/cisGolgi,1,0,0,0
8252,ATP6AP2,O75787,ER-Membrane,0,1,0,0
463,ATP6V0A1,Q93050,Lysosome,1,0,0,0
9169,ATP6V0A1,Q93050-3,Endosome,0,0,0,1
464,ATP6V0A2,Q9Y487,Lysosome,1,0,0,0
465,ATP6V0A4,Q9HBG4,Lysosome,1,0,0,0
466,ATP6V0B,Q99437,Lysosome,1,0,0,0
467,ATP6V0C,P27449,Lysosome,1,0,0,0
468,ATP6V0D1,P61421,Lysosome,1,0,0,0
469,ATP6V0D2,Q8N8Y2,Lysosome,1,0,0,0
470,ATP6V0E1,O15342,Lysosome,1,0,0,0
471,ATP6V0E2,Q8NHE4,Lysosome,1,0,0,0
472,ATP6V1A,P38606,Lysosome,1,0,0,0
473,ATP6V1B1,P15313,Lysosome,1,0,0,0
474,ATP6V1B2,P21281,Lysosome,1,0,0,0
475,ATP6V1C1,P21283,Lysosome,1,0,0,0
476,ATP6V1C2,Q8NEY4,Lysosome,1,0,0,0
477,ATP6V1D,Q9Y5K8,Lysosome,1,0,0,0
478,ATP6V1E1,P36543,Lysosome,1,0,0,0
479,ATP6V1E2,Q96A05,Lysosome,1,0,0,0
480,ATP6V1F,Q16864,Lysosome,1,0,0,0
481,ATP6V1G1,O75348,Lysosome,1,0,0,0
482,ATP6V1G2,O95670,Lysosome,1,0,0,0
483,ATP6V1G3,Q96LB4,Lysosome,1,0,0,0
484,ATP6V1H,Q9UI12,Lysosome,1,0,0,0
9659,ATP7A,Q04656,Plasma membrane,0,0,0,1
9660,ATP7B,P35670,Plasma membrane,0,0,0,1
9146,ATP8A1,Q9Y2Q0,Endosome,0,0,1,0
485,ATP8B3,O60423,ER,1,0,0,0
8150,ATP9A,O75110,Endosome,0,1,0,0
486,ATPAF1,Q5TC12,Mitochondria,1,0,0,0
487,ATPAF2,Q8N5M1,Mitochondria,1,0,0,0
488,ATPSCKMT,Q6P4H8,Mitochondria,1,0,0,0
489,ATR,Q13535,Nucleus,1,0,0,0
9357,ATRAID,Q6UW56,ER,0,0,0,1
490,ATRIP,Q8WXE1,Nucleus,1,0,0,0
9384,ATRN,O75882,ER,0,0,0,1
491,ATRX,P46100,Nucleus,1,0,0,0
9881,ATXN10,Q9UBB4,Large Protein Complex,0,0,0,1
492,ATXN1L,P0C7T5,Nucleus,1,0,0,0
493,ATXN2,Q99700,Cytoplasm,1,0,0,0
9882,ATXN2L,Q8WWM7,Large Protein Complex,0,0,0,1
494,ATXN3,P54252,Nucleus,1,0,0,0
495,ATXN3L,Q9H3M9,Nucleus,1,0,0,0
496,ATXN7L3,Q14CW9,Nucleus,1,0,0,0
497,ATXN7L3B,Q96GX2,Cytoplasm,1,0,0,0
498,ATXN8,Q156A1,Nucleus,1,0,0,0
499,ATXN8OS,P0DMR3,Cytoplasm,1,0,0,0
500,AUH,Q13825,Mitochondria,1,0,0,0
501,AUP1,Q9Y679,ER,1,0,0,0
9883,AURKA,O14965,Large Protein Complex,0,0,0,1
8450,AURKB,Q96GD4,Nucleus,0,1,0,0
9884,AVEN,Q9NQS1,Large Protein Complex,0,0,0,1
502,AVL9,Q8NBF6,Endosome,1,0,0,0
503,AVPR1A,P37288,Plasma membrane,1,0,0,0
504,AVPR1B,P47901,Plasma membrane,1,0,0,0
505,AVPR2,P30518,Plasma membrane,1,0,0,0
506,AWAT1,Q58HT5,ER,1,0,0,0
507,AWAT2,Q6E213,ER,1,0,0,0
508,AXIN2,Q9Y2T1,Cytoplasm,1,0,0,0
509,AXL,P30530,Plasma membrane,1,0,0,0
510,AZI2,Q9H6S1,Cytoplasm,1,0,0,0
511,AZIN1,O14977,Nucleus,1,0,0,0
8578,B2M,P61769,Plasma membrane,0,1,0,0
512,B3GALNT1,O75752,Golgi,1,0,0,0
513,B3GALNT2,Q8NCR0,Golgi,1,0,0,0
514,B3GALT1,Q9Y5Z6,Golgi,1,0,0,0
515,B3GALT2,O43825,Golgi,1,0,0,0
516,B3GALT4,O96024,Golgi,1,0,0,0
517,B3GALT5,Q9Y2C3,Golgi,1,0,0,0
518,B3GALT6,Q96L58,Golgi,1,0,0,0
519,B3GAT1,Q9P2W7,Golgi,1,0,0,0
520,B3GAT2,Q9NPZ5,Golgi,1,0,0,0
521,B3GAT3,O94766,Golgi,1,0,0,0
522,B3GLCT,Q6Y288,ER,1,0,0,0
523,B3GNT2,Q9NY97,Golgi,1,0,0,0
524,B3GNT3,Q9Y2A9,Golgi,1,0,0,0
525,B3GNT4,Q9C0J1,Golgi,1,0,0,0
526,B3GNT5,Q9BYG0,Golgi,1,0,0,0
527,B3GNT6,Q6ZMB0,Golgi,1,0,0,0
528,B3GNT7,Q8NFL0,Golgi,1,0,0,0
529,B3GNT8,Q7Z7M8,Golgi,1,0,0,0
530,B3GNT8,Q67FW5,Golgi,1,0,0,0
531,B3GNT9,Q6UX72,Golgi,1,0,0,0
532,B4GALNT1,Q00973,Golgi,1,0,0,0
533,B4GALNT2,Q8NHY0,Golgi,1,0,0,0
534,B4GALNT3,Q6L9W6,Golgi,1,0,0,0
535,B4GALNT4,Q76KP1,Golgi,1,0,0,0
536,B4GALT1,P15291,Golgi,1,0,0,0
9456,B4GALT1,P15291-2,Golgi,0,0,0,1
537,B4GALT2,O60909,Golgi,1,0,0,0
538,B4GALT3,O60512,Golgi,1,0,0,0
539,B4GALT4,O60513,Golgi,1,0,0,0
540,B4GALT5,O43286,Golgi,1,0,0,0
541,B4GALT6,Q9UBX8,Golgi,1,0,0,0
542,B4GALT7,Q9UBV7,Golgi,1,0,0,0
543,B4GAT1,O43505,Golgi,1,0,0,0
9303,BACE2,Q9Y5Z0,ER,0,0,0,1
544,BACH1,O14867,Nucleus,1,0,0,0
545,BACH1,Q9BX63,Nucleus,1,0,0,0
8859,BAD,Q92934,Mitochondria,0,1,0,0
10538,BAG1,Q99933,Large Protein Complex,0,0,0,1
9139,BAG2,O95816,Endosome,0,0,1,0
10833,BAG3,O95817,Large Protein Complex,0,0,0,1
546,BAG4,O95429,Cytoplasm,1,0,0,0
9422,BAG5,Q9UL15,ER_high_curvature,0,0,0,1
9885,BAG6,P46379,Large Protein Complex,0,0,0,1
547,BAHD1,Q8TBE0,Nucleus,1,0,0,0
10834,BAIAP2,Q9UQB8-5,Large Protein Complex,0,0,0,1
9184,BAIAP2L1,Q9UHR4,Endosome,0,0,0,1
548,BAK1,Q16611,Mitochondria,1,0,0,0
9661,BANF1,O75531,Plasma membrane,0,0,0,1
549,BANP,Q8N9N5,Nucleus,1,0,0,0
550,BAP18,Q8IXM2,Nucleus,1,0,0,0
8451,BARD1,Q99728,Nucleus,0,1,0,0
551,BARHL1,Q9BZE3,Nucleus,1,0,0,0
552,BARHL2,Q9NY43,Nucleus,1,0,0,0
553,BARX1,Q9HBU1,Nucleus,1,0,0,0
554,BARX2,Q9UMQ3,Nucleus,1,0,0,0
555,BASP1,P80723,Plasma membrane,1,0,0,0
556,BATF2,Q8N1L9,Nucleus,1,0,0,0
557,BATF3,Q9NR55,Nucleus,1,0,0,0
8378,BAX,Q07812,Mitochondrion-Mtx,0,1,0,0
558,BAZ1A,Q9NRL2,Nucleus,1,0,0,0
559,BAZ1B,Q9UIG0,Nucleus,1,0,0,0
560,BAZ2A,Q9UIF9,Nucleus,1,0,0,0
561,BAZ2B,Q9UIF8,Nucleus,1,0,0,0
562,BBC3,Q96PG8,Mitochondria,1,0,0,0
563,BBC3,Q9BXH1,Mitochondria,1,0,0,0
564,BBOX1,O75936,Cytoplasm,1,0,0,0
565,BBX,Q8WY36,Nucleus,1,0,0,0
8579,BCAM,P50895,Plasma membrane,0,1,0,0
566,BCAP29,Q9UHQ4,ER,1,0,0,0
567,BCAP31,P51572,Ergic/cisGolgi,1,0,0,0
9271,BCAP31,P51572-2,ER,0,0,0,1
9886,BCAR1,P56945,Large Protein Complex,0,0,0,1
9887,BCAR3,O75815,Large Protein Complex,0,0,0,1
568,BCAS1,O75363,Cytoplasm,1,0,0,0
569,BCAS2,O75934,Nucleus,1,0,0,0
570,BCAS4,Q8TDM0,Cytoplasm,1,0,0,0
571,BCAT1,P54687,Cytoplasm,1,0,0,0
8379,BCAT2,O15382,Mitochondrion-Mtx,0,1,0,0
9888,BCCIP,Q9P287,Large Protein Complex,0,0,0,1
572,BCDIN3D,Q7Z5W3,Cytoplasm,1,0,0,0
573,BCKDHA,P12694,Mitochondria,1,0,0,0
574,BCKDHB,P21953,Mitochondria,1,0,0,0
575,BCKDK,O14874,Mitochondria,1,0,0,0
576,BCL11B,Q9C0K0,Nucleus,1,0,0,0
8860,BCL2,P10415,Mitochondria,0,1,0,0
577,BCL2A1,Q16548,Cytoplasm,1,0,0,0
8861,BCL2L1,Q07817,Mitochondria,0,1,0,0
8580,BCL2L12,Q9HB09,Plasma membrane,0,1,0,0
8821,BCL2L13,Q9BXK5,Mitochondria,0,1,0,0
578,BCL6,P41182,Nucleus,1,0,0,0
579,BCL6B,Q8N143,Nucleus,1,0,0,0
580,BCL9,O00512,Nucleus,1,0,0,0
581,BCL9L,Q86UU0,Nucleus,1,0,0,0
9889,BCLAF1,Q9NYF8,Large Protein Complex,0,0,0,1
582,BCLAF3,A2AJT9,Mitochondria,1,0,0,0
583,BCO2,Q9BYV7,Mitochondria,1,0,0,0
584,BCOR,Q6W2J9,Nucleus,1,0,0,0
585,BCORL1,Q5H9F3,Nucleus,1,0,0,0
9507,BCR,P11274,Golgi,0,0,0,1
586,BCS1L,Q9Y276,Mitochondria,1,0,0,0
587,BDH1,Q02338,Mitochondria,1,0,0,0
588,BDH2,Q9BUT1,Cytoplasm,1,0,0,0
589,BDKRB1,P46663,Plasma membrane,1,0,0,0
590,BDKRB2,P30411,Plasma membrane,1,0,0,0
591,BDP1,A6H8Y1,Nucleus,1,0,0,0
592,BDP1,Q99952,Nucleus,1,0,0,0
8151,BECN1,Q14457,Endosome,0,1,0,0
593,BECN2,A8MW95,Cytoplasm,1,0,0,0
594,BEND3,Q5T5X7,Nucleus,1,0,0,0
595,BEND6,Q5SZJ8,Nucleus,1,0,0,0
596,BEST1,O76090,Plasma membrane,1,0,0,0
597,BEST2,Q8NFU1,Plasma membrane,1,0,0,0
598,BEST3,Q8N1M1,Plasma membrane,1,0,0,0
599,BEST4,Q8NFU0,Plasma membrane,1,0,0,0
600,BET1,O15155,Golgi,1,0,0,0
601,BET1L,Q9NYM9,Golgi,1,0,0,0
602,BEX5,Q5H9J7,Cytoplasm,1,0,0,0
603,BFAR,Q9NZS9,ER,1,0,0,0
604,BHLHA15,Q7RTS1,Nucleus,1,0,0,0
605,BHLHE22,Q8NFJ8,Nucleus,1,0,0,0
606,BHLHE23,Q8NDY6,Nucleus,1,0,0,0
607,BHLHE41,Q9C0J9,Nucleus,1,0,0,0
608,BHMG1,C9JSJ3,Nucleus,1,0,0,0
609,BHMT,Q93088,Cytoplasm,1,0,0,0
610,BICC1,Q9H694,Cytoplasm,1,0,0,0
611,BICD1,Q96G01,Golgi,1,0,0,0
8581,BICD2,Q8TD16,Plasma membrane,0,1,0,0
8862,BID,P55957,Mitochondria,0,1,0,0
9890,BIN1,O00499,Large Protein Complex,0,0,0,1
8452,BIRC5,O15392,Nucleus,0,1,0,0
9891,BIRC6,Q9NR09,Large Protein Complex,0,0,0,1
612,BIRC8,Q96P09,Cytoplasm,1,0,0,0
613,BLK,P51451,Plasma membrane,1,0,0,0
614,BLM,P54132,Nucleus,1,0,0,0
615,BLMH,Q13867,Cytoplasm,1,0,0,0
8133,BLOC1S1,P78537,Endosome,0,1,0,0
8152,BLOC1S2,Q6QNY1,Endosome,0,1,0,0
616,BLOC1S3,Q6QNY0,Cytoplasm,1,0,0,0
617,BLOC1S4,Q9NUP1,Cytoplasm,1,0,0,0
9185,BLOC1S5,Q8TDH9,Endosome,0,0,0,1
618,BLVRA,P53004,Cytoplasm,1,0,0,0
619,BLVRB,P30043,Cytoplasm,1,0,0,0
8453,BMI1,P35226,Nucleus,0,1,0,0
9304,BMP1,P13497,ER,0,0,0,1
620,BMP2K,Q9NSY1,Nucleus,1,0,0,0
621,BMPR1A,P36894,Plasma membrane,1,0,0,0
622,BMPR1B,O00238,Plasma membrane,1,0,0,0
623,BMPR2,Q13873,Plasma membrane,1,0,0,0
624,BMS1,Q14692,Nucleus,1,0,0,0
625,BMX,P51813,Cytoplasm,1,0,0,0
626,BNC2,Q6ZN30,Nucleus,1,0,0,0
8253,BNIP1,Q12981,ER-Membrane,0,1,0,0
627,BNIP3,Q12983,Mitochondria,1,0,0,0
8863,BNIP3L,O60238,Mitochondria,0,1,0,0
628,BOC,Q9BWV1,Plasma membrane,1,0,0,0
629,BOLA1,Q9Y3E2,Mitochondria,1,0,0,0
11216,BOLA2,Q9H3K6,Large Protein Complex,0,0,0,1
630,BOLA3,Q53S33,Mitochondria,1,0,0,0
631,BOLL,Q8N9W6,Cytoplasm,1,0,0,0
632,BOP1,Q14137,Nucleus,1,0,0,0
8153,BORCS5,Q969J3,Endosome,0,1,0,0
633,BORCS8,Q96FH0,Lysosome,1,0,0,0
8864,BPHL,Q86WA6,Mitochondria,0,1,0,0
9460,BPNT1,O95861,Golgi,0,0,0,1
10835,BPTF,Q12830,Large Protein Complex,0,0,0,1
634,BRAP,Q6UWU4,Cytoplasm,1,0,0,0
635,BRAP,Q7Z569,Cytoplasm,1,0,0,0
636,BRD1,O95696,Nucleus,1,0,0,0
