ComplexName,Reference
alphaB-crystallin-Nav1.5 complex,P02511
alphaB-crystallin-Nav1.5 complex,Q14524
AMFR-ERLIN2-TMUB1 complex,O94905
AMFR-ERLIN2-TMUB1 complex,Q9BVT8
AMFR-ERLIN2-TMUB1 complex,Q9UKV5
"AMFR-STING-INSIG1 complex, herpes simplex virus 1 induced",O15503
"AMFR-STING-INSIG1 complex, herpes simplex virus 1 induced",Q86WV6
"AMFR-STING-INSIG1 complex, herpes simplex virus 1 induced",Q9UKV5
AML1-HIPK2-p300 complex,Q01196
AML1-HIPK2-p300 complex,Q09472
AML1-HIPK2-p300 complex,Q9H2X6
Amot-cadherin-11-beta-catenin-p120 complex,O60716
Amot-cadherin-11-beta-catenin-p120 complex,P35222
Amot-cadherin-11-beta-catenin-p120 complex,P55287
Amot-cadherin-11-beta-catenin-p120 complex,Q4VCS5
AMY-1-S-AKAP84-RII-beta complex,P31323
AMY-1-S-AKAP84-RII-beta complex,Q92667
AMY-1-S-AKAP84-RII-beta complex,Q99417
Amyloid beta protein homo-oligomer complex,P05067
Anaphase-promoting complex,P30260
Anaphase-promoting complex,Q13042
Anaphase-promoting complex,Q9H1A4
Anaphase-promoting complex,Q9UJX2
Anaphase-promoting complex,Q9UJX3
Anaphase-promoting complex,Q9UJX4
Anaphase-promoting complex,Q9UJX5
Anaphase-promoting complex,Q9UJX6
Anaphase-promoting complex,Q9UM13
ANCO1-HDAC3  complex,O15379
ANCO1-HDAC3  complex,Q6UB99
Angiogenin-PRI complex,P03950
Angiogenin-PRI complex,P13489
ANGPTL4-LRP6-SDC1 complex,O75581
ANGPTL4-LRP6-SDC1 complex,P18827
ANGPTL4-LRP6-SDC1 complex,Q9BY76
ANGPTL4-LRP6-SDC2 complex,O75581
ANGPTL4-LRP6-SDC2 complex,P34741
ANGPTL4-LRP6-SDC2 complex,Q9BY76
ANGPTL4-LRP6-SDC4 complex,O75581
ANGPTL4-LRP6-SDC4 complex,P31431
ANGPTL4-LRP6-SDC4 complex,Q9BY76
ANKRA2-CCDC8-OBSL1-CUL7 complex,O75147
ANKRA2-CCDC8-OBSL1-CUL7 complex,Q14999
ANKRA2-CCDC8-OBSL1-CUL7 complex,Q9H0W5
ANKRA2-CCDC8-OBSL1-CUL7 complex,Q9H9E1
ANKS6-NEK8-INVS-NPHP3 complex,Q68DC2
ANKS6-NEK8-INVS-NPHP3 complex,Q7Z494
ANKS6-NEK8-INVS-NPHP3 complex,Q86SG6
ANKS6-NEK8-INVS-NPHP3 complex,Q9Y283
ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex,P05141
ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex,P06454
ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex,P25788
ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex,P39687
ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex,Q92688
anti-BHC110 complex,O60341
anti-BHC110 complex,O75362
anti-BHC110 complex,P78347
anti-BHC110 complex,Q13547
anti-BHC110 complex,Q14202
anti-BHC110 complex,Q14687
anti-BHC110 complex,Q92769
anti-BHC110 complex,Q96BD5
anti-BHC110 complex,Q9P0W2
anti-BHC110 complex,Q9UBW7
anti-BHC110 complex,Q9UKL0
Anti-HDAC2 complex,O60341
Anti-HDAC2 complex,O94776
Anti-HDAC2 complex,P78347
Anti-HDAC2 complex,Q09028
Anti-HDAC2 complex,Q12873
Anti-HDAC2 complex,Q13330
Anti-HDAC2 complex,Q13547
Anti-HDAC2 complex,Q14202
Anti-HDAC2 complex,Q14687
Anti-HDAC2 complex,Q14839
Anti-HDAC2 complex,Q16576
Anti-HDAC2 complex,Q92769
Anti-HDAC2 complex,Q96BD5
Anti-HDAC2 complex,Q96ST3
Anti-HDAC2 complex,Q9P0W2
Anti-HDAC2 complex,Q9UBW7
Anti-HDAC2 complex,Q9UKL0
Anti-Sm protein complex,O14744
Anti-Sm protein complex,O14893
Anti-Sm protein complex,P14678
Anti-Sm protein complex,P54105
Anti-Sm protein complex,P57678
Anti-Sm protein complex,Q16637
Anti-Sm protein complex,Q9UHI6
Anti-SMN protein complex,O14893
Anti-SMN protein complex,P14678
Anti-SMN protein complex,P57678
Anti-SMN protein complex,Q16637
Anti-SMN protein complex,Q9UHI6
AOF2-AR complex,O60341
AOF2-AR complex,P10275
AP1 adaptor complex,O43747
AP1 adaptor complex,O75843
AP1 adaptor complex,P56377
AP1 adaptor complex,P61966
AP1 adaptor complex,Q10567
AP1 adaptor complex,Q96PC3
AP1 adaptor complex,Q9BXS5
AP1 adaptor complex,Q9Y6Q5
AP1B1-AP1G2-AP1M-1AP1S1 complex,O75843
AP1B1-AP1G2-AP1M-1AP1S1 complex,P61966
AP1B1-AP1G2-AP1M-1AP1S1 complex,Q10567
AP1B1-AP1G2-AP1M-1AP1S1 complex,Q9BXS5
AP1G1-PACS1-FURIN complex,O43747
AP1G1-PACS1-FURIN complex,P09958
AP1G1-PACS1-FURIN complex,Q6VY07
AP3-BLOC1 complex,O00203
AP3-BLOC1 complex,O14617
AP3-BLOC1 complex,O95295
AP3-BLOC1 complex,P53677
AP3-BLOC1 complex,P59780
AP3-BLOC1 complex,P78537
AP3-BLOC1 complex,Q13367
AP3-BLOC1 complex,Q6QNY0
AP3-BLOC1 complex,Q6QNY1
AP3-BLOC1 complex,Q8TDH9
AP3-BLOC1 complex,Q92572
AP3-BLOC1 complex,Q96EV8
AP3-BLOC1 complex,Q9NUP1
AP3-BLOC1 complex,Q9UL45
AP3-BLOC1 complex,Q9Y2T2
AP3 adaptor complex,O00203
AP3 adaptor complex,O14617
AP3 adaptor complex,P53677
AP3 adaptor complex,P59780
AP3 adaptor complex,Q13367
AP3 adaptor complex,Q92572
AP3 adaptor complex,Q9Y2T2
AP3D1-AP3S1 complex,O14617
AP3D1-AP3S1 complex,Q92572
AP3D1-AP3S2 complex,O14617
AP3D1-AP3S2 complex,P59780
AP4 adaptor complex,O00189
AP4 adaptor complex,Q9UPM8
AP4 adaptor complex,Q9Y587
AP4 adaptor complex,Q9Y6B7
AP5-SPG11-SPG15 complex,O43299
AP5-SPG11-SPG15 complex,Q2VPB7
AP5-SPG11-SPG15 complex,Q68DK2
AP5-SPG11-SPG15 complex,Q96JI7
AP5-SPG11-SPG15 complex,Q9H0R1
AP5-SPG11-SPG15 complex,Q9NUS5
AP5 adaptor complex,O43299
AP5 adaptor complex,Q2VPB7
AP5 adaptor complex,Q9H0R1
AP5 adaptor complex,Q9NUS5
APBB1-TSHZ3-HDAC1 complex,O00213
APBB1-TSHZ3-HDAC1 complex,Q13547
APBB1-TSHZ3-HDAC1 complex,Q63HK5
APC-AXIN1-CTNNB1 complex,O15169
APC-AXIN1-CTNNB1 complex,P25054
APC-AXIN1-CTNNB1 complex,P35222
APC-DLG4 complex,P25054
APC-DLG4 complex,P78352
APC-IQGAP1-Cdc42 complex,P25054
APC-IQGAP1-Cdc42 complex,P46940
APC-IQGAP1-Cdc42 complex,P60953
APC-IQGAP1-CLIP-170 complex,P25054
APC-IQGAP1-CLIP-170 complex,P30622
APC-IQGAP1-CLIP-170 complex,P46940
APC-IQGAP1-Rac1 complex,P25054
APC-IQGAP1-Rac1 complex,P46940
APC-IQGAP1-Rac1 complex,P63000
APC-IQGAP1 complex,P25054
APC-IQGAP1 complex,P46940
APH1A-PSEN1-NCSTN complex,P49768
APH1A-PSEN1-NCSTN complex,Q92542
APH1A-PSEN1-NCSTN complex,Q96BI3
APH1A-PSEN2-NCSTN complex,P49810
APH1A-PSEN2-NCSTN complex,Q92542
APH1A-PSEN2-NCSTN complex,Q96BI3
APLG1-Rababtin5 complex,O43747
APLG1-Rababtin5 complex,Q15276
"APOL1 complex A (APOL1, APOA1, HPR, C3)",O14791
"APOL1 complex A (APOL1, APOA1, HPR, C3)",P00739
"APOL1 complex A (APOL1, APOA1, HPR, C3)",P01024
"APOL1 complex A (APOL1, APOA1, HPR, C3)",P02647
"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)",O14791
"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)",P00739
"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)",P01871
"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)",P02647
"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)",P02751
"Apoptosis- and splicing-associated protein complex (ASAP-L), SAP18, RNPS1, Acinus-L",O00422
"Apoptosis- and splicing-associated protein complex (ASAP-L), SAP18, RNPS1, Acinus-L",Q15287
"Apoptosis- and splicing-associated protein complex (ASAP-L), SAP18, RNPS1, Acinus-L",Q9UKV3
Apoptosome,O14727
Apoptosome,P99999
Apoptosome-procaspase 9 complex,O14727
Apoptosome-procaspase 9 complex,P55211
Apoptosome-procaspase 9 complex,P99999
APP-Abeta42-VDAC1 complex,P05067
APP-Abeta42-VDAC1 complex,P21796
APP-APBB1-KAT5 complex,O00213
APP-APBB1-KAT5 complex,P05067
APP-APBB1-KAT5 complex,Q92993
APP-APBB1-LRP1 complex,O00213
APP-APBB1-LRP1 complex,P05067
APP-APBB1-LRP1 complex,Q07954
APP-PSEN1 complex,P05067
APP-PSEN1 complex,P49768
APP-PSEN2 complex,P05067
APP-PSEN2 complex,P49810
APP-TIM23 complex,O14925
APP-TIM23 complex,P05067
APP-TNFRSF21 complex,O75509
APP-TNFRSF21 complex,P05067
APP-TOM40 complex,O96008
APP-TOM40 complex,P05067
APP(AICD)-FOXO1 complex,P05067
APP(AICD)-FOXO1 complex,Q12778
APP(AICD)-FOXO3 complex,O43524
APP(AICD)-FOXO3 complex,P05067
APP(AICD)-FOXO4 complex,P05067
APP(AICD)-FOXO4 complex,P98177
APP(AICD)-MED12 complex,P05067
APP(AICD)-MED12 complex,Q93074
APPBP1-UBA3 complex,Q13564
APPBP1-UBA3 complex,Q8TBC4
AQP1 homotetramer,P29972
AR-AKT-APPL complex,P10275
AR-AKT-APPL complex,P31749
AR-AKT-APPL complex,Q9UKG1
ARAF-PIK3R1 complex,P10398
ARAF-PIK3R1 complex,P27986
ARC-L complex,O43513
ARC-L complex,O60244
ARC-L complex,O75448
ARC-L complex,O75586
ARC-L complex,P24863
ARC-L complex,P49336
ARC-L complex,Q13503
ARC-L complex,Q15648
ARC-L complex,Q71SY5
ARC-L complex,Q93074
ARC-L complex,Q96RN5
ARC-L complex,Q9NVC6
ARC-L complex,Q9UHV7
ARC-L complex,Q9ULK4
ARC complex,O43513
ARC complex,O60244
ARC complex,O75448
ARC complex,O75586
ARC complex,O95402
ARC complex,Q15648
ARC complex,P24863
ARC complex,Q71SY5
ARC complex,P49336
ARC complex,Q93074
ARC complex,Q13503
ARC complex,Q96G25
ARC complex,Q96RN5
ARC complex,Q9NPJ6
ARC complex,Q9NVC6
ARC complex,Q9UHV7
ARC complex,Q9UKU7
ARC complex,Q9ULK4
ARC92-Mediator complex,O43513
ARC92-Mediator complex,O60244
ARC92-Mediator complex,O75586
ARC92-Mediator complex,O95402
ARC92-Mediator complex,P49336
ARC92-Mediator complex,Q15648
ARC92-Mediator complex,Q71SY5
ARC92-Mediator complex,Q93074
ARC92-Mediator complex,Q96RN5
ARC92-Mediator complex,Q9NVC6
ARC92-Mediator complex,Q9UHV7
ARC92-Mediator complex,Q9ULK4
ARC92-Mediator complex,Q9Y2X0
ARD1-NATH complex,P36406
ARD1-NATH complex,Q9BXJ9
ARF-Mule complex,P06748
ARF-Mule complex,Q7Z6Z7
ARF-Mule complex,Q8N726
ARF1-ARL1-PKD2-ARFIP2 complex,P40616
ARF1-ARL1-PKD2-ARFIP2 complex,P53365
ARF1-ARL1-PKD2-ARFIP2 complex,P84077
ARF1-ARL1-PKD2-ARFIP2 complex,Q13563
ArgBP2a-CBL-PTK2B complex,O94875
ArgBP2a-CBL-PTK2B complex,P22681
ArgBP2a-CBL-PTK2B complex,Q14289
ArgRS-GlnRS-AIMP1 complex,P47897
ArgRS-GlnRS-AIMP1 complex,P54136
ArgRS-GlnRS-AIMP1 complex,Q12904
ARHGEF2-MAPK1-MAPK3-PXN complex,P27361
ARHGEF2-MAPK1-MAPK3-PXN complex,P28482
ARHGEF2-MAPK1-MAPK3-PXN complex,P49023
ARHGEF2-MAPK1-MAPK3-PXN complex,Q92974
ARHGEF7-GIT2-PAK1 complex,Q13153
ARHGEF7-GIT2-PAK1 complex,Q14155
ARHGEF7-GIT2-PAK1 complex,Q14161
ARL2-TBCD complex,P36404
ARL2-TBCD complex,Q9BTW9
ARNT-HIF1A complex,P27540
ARNT-HIF1A complex,Q16665
ARNT-HLF complex,P27540
ARNT-HLF complex,Q16534
ARNTL-EPAS1 complex,O00327
ARNTL-EPAS1 complex,Q99814
ARNTL-HIF1A complex,O00327
ARNTL-HIF1A complex,Q16665
ARNTL-NPAS2 complex,O00327
ARNTL-NPAS2 complex,Q99743
Arp2/3 protein complex,O15143
Arp2/3 protein complex,O15144
Arp2/3 protein complex,O15145
Arp2/3 protein complex,O15511
Arp2/3 protein complex,P59998
Arp2/3 protein complex,P61158
Arp2/3 protein complex,P61160
ARP3-WHAMM complex,P61158
ARP3-WHAMM complex,Q8TF30
ArPIKfyve-Sac3-Sph1 complex,Q92562
ArPIKfyve-Sac3-Sph1 complex,Q9Y2I7
ArPIKfyve-Sac3-Sph1 complex,Q9Y6H5
"ARRB1-ARHGEF18-ENAH complex, induce by EDN-1",P49407
"ARRB1-ARHGEF18-ENAH complex, induce by EDN-1",Q6ZSZ5
"ARRB1-ARHGEF18-ENAH complex, induce by EDN-1",Q8N8S7
Artemis-DNA-PK complex,P78527
Artemis-DNA-PK complex,Q96SD1
ARTN-GFRA3-RET comples,O60609
ARTN-GFRA3-RET comples,P07949
ARTN-GFRA3-RET comples,Q5T4W7
ARXN1-CIC complex,P54253
ARXN1-CIC complex,Q96RK0
ASAH1-NR5A1-SAPD complex,P07602
ASAH1-NR5A1-SAPD complex,Q13285
ASAH1-NR5A1-SAPD complex,Q13510
ASAH1-NR5A1 complex,Q13285
ASAH1-NR5A1 complex,Q13510
ASCOM complex,O14686
ASCOM complex,P07437
ASCOM complex,P68366
ASCOM complex,Q14686
ASCOM complex,Q15291
ASCOM complex,Q8NEZ4
ASCOM complex,Q9UBL3
ASF1-histone containing complex,O96017
ASF1-histone containing complex,P49321
ASF1-histone containing complex,P50502
ASF1-histone containing complex,P68431
ASF1-histone containing complex,Q13112
ASF1-histone containing complex,Q9NVP2
ASF1-histone containing complex,Q9Y294
ASF1-interacting protein complex,P54198
ASF1-interacting protein complex,P68431
ASF1-interacting protein complex,Q13111
ASF1-interacting protein complex,Q13112
ASF1-interacting protein complex,Q9NVP2
ASF1-interacting protein complex,Q9Y294
ASH2L-KDM6B-KDM6B-WDR5 complex,O15054
ASH2L-KDM6B-KDM6B-WDR5 complex,P61964
ASH2L-KDM6B-KDM6B-WDR5 complex,Q15291
ASH2L-KDM6B-KDM6B-WDR5 complex,Q9UBL3
ASPP1-SAM68 complex,Q07666
ASPP1-SAM68 complex,Q96KQ4
Astrin-kinastrin complex,P53350
Astrin-kinastrin complex,P63167
Astrin-kinastrin complex,Q562F6
Astrin-kinastrin complex,Q96R06
Astrin-kinastrin complex,Q9Y448
ASXL1-HCFC1-OGT complex,O15294
ASXL1-HCFC1-OGT complex,P51610
ASXL1-HCFC1-OGT complex,Q8IXJ9
"ATAC complex, GCN5-linked",O75478
"ATAC complex, GCN5-linked",O75528
"ATAC complex, GCN5-linked",P61964
"ATAC complex, GCN5-linked",Q01658
"ATAC complex, GCN5-linked",Q8IYH5
"ATAC complex, GCN5-linked",Q92830
"ATAC complex, GCN5-linked",Q96ES7
"ATAC complex, GCN5-linked",Q9H8E8
"ATAC complex, GCN5-linked",Q9NS73
"ATAC complex, GCN5-linked",Q9ULM3
"ATAC complex, YEATS2-linked",O43318
"ATAC complex, YEATS2-linked",O75478
"ATAC complex, YEATS2-linked",O75528
"ATAC complex, YEATS2-linked",P61964
"ATAC complex, YEATS2-linked",Q01658
"ATAC complex, YEATS2-linked",Q14157
"ATAC complex, YEATS2-linked",Q8IYH5
"ATAC complex, YEATS2-linked",Q92830
"ATAC complex, YEATS2-linked",Q96ES7
"ATAC complex, YEATS2-linked",Q9H8E8
"ATAC complex, YEATS2-linked",Q9NR33
"ATAC complex, YEATS2-linked",Q9NRF9
"ATAC complex, YEATS2-linked",Q9NS73
"ATAC complex, YEATS2-linked",Q9ULM3
ATF2-HK1-VDAC1 complex,P15336
ATF2-HK1-VDAC1 complex,P19367
ATF2-HK1-VDAC1 complex,P21796
ATF4-CREB1 complex,P16220
ATF4-CREB1 complex,P18848
ATF7-TAF12 complex,P17544
ATF7-TAF12 complex,Q16514
ATL1 homo-oligomer complex,Q8WXF7
ATL2-SPG31 complex,Q8NHH9
ATL2-SPG31 complex,Q9H902
ATL2-SPG33 complex,Q5T4F4
ATL2-SPG33 complex,Q8NHH9
ATL3-SPG31 complex,Q6DD88
ATL3-SPG31 complex,Q9H902
ATL3-SPG33 complex,Q5T4F4
ATL3-SPG33 complex,Q6DD88
ATM-NBN complex,O60934
ATM-NBN complex,Q13315
ATM homodimer complex,Q13315
ATP4A-ATP4B complex,P20648
ATP4A-ATP4B complex,P51164
ATR-ATRIP complex,Q13535
ATR-ATRIP complex,Q8WXE1
ATR-HDAC2-CHD4 complex,Q13535
ATR-HDAC2-CHD4 complex,Q14839
ATR-HDAC2-CHD4 complex,Q92769
ATR-HDAC2 complex,Q13535
ATR-HDAC2 complex,Q92769
ATRX-DAXX complex,P46100
ATRX-DAXX complex,Q9UER7
AUF1(p45)-ZFP36 complex,P26651
AUF1(p45)-ZFP36 complex,Q14103
AUP1-OS9-SEL1L-UBC6e-UBXD8 complex,Q13438
AUP1-OS9-SEL1L-UBC6e-UBXD8 complex,Q96CS3
AUP1-OS9-SEL1L-UBC6e-UBXD8 complex,Q9UBV2
AUP1-OS9-SEL1L-UBC6e-UBXD8 complex,Q9Y385
AUP1-OS9-SEL1L-UBC6e-UBXD8 complex,Q9Y679
AURKA-HDAC6 cilia-disassembly complex,O14965
AURKA-HDAC6 cilia-disassembly complex,Q9UBN7
AURKA-HRAS-RAF1 complex,O14965
AURKA-HRAS-RAF1 complex,P01112
AURKA-HRAS-RAF1 complex,P04049
AURKA-INPP5E complex,O14965
AURKA-INPP5E complex,Q9NRR6
AURKB-VRK1 complex,Q96GD4
AURKB-VRK1 complex,Q99986
AuroraB-AuroraC-INCENP complex,O14965
AuroraB-AuroraC-INCENP complex,Q96GD4
AuroraB-AuroraC-INCENP complex,Q9NQS7
AXIN-MEKK4-CCD1 complex,O15169
AXIN-MEKK4-CCD1 complex,Q155Q3
AXIN-MEKK4-CCD1 complex,Q9Y6R4
Axin-p53-HIPK2 complex,O15169
Axin-p53-HIPK2 complex,P04637
Axin-p53-HIPK2 complex,Q9H2X6
Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex,O15169
Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex,P35222
Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex,P49841
Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex,Q15172
Axin-SMAD3 complex,O15169
Axin-SMAD3 complex,P84022
AXIN1-APC-CTNNB1-GSK3B complex,O15169
AXIN1-APC-CTNNB1-GSK3B complex,P25054
AXIN1-APC-CTNNB1-GSK3B complex,P35222
AXIN1-APC-CTNNB1-GSK3B complex,P49841
AXIN1-GID8-GSK3B complex,O15169
AXIN1-GID8-GSK3B complex,P49841
AXIN1-GID8-GSK3B complex,Q9NWU2
AXL homodimer complex,P30530
B-raf-MAP3K11 complex,Q16584
B-raf-MAP3K11 complex,Q9NY11
B-WICH complex,O00159
B-WICH complex,O60264
B-WICH complex,O75533
B-WICH complex,P35659
B-WICH complex,Q03468
B-WICH complex,Q9BQG0
B-WICH complex,Q9NR30
B-WICH complex,Q9C093
B-WICH complex,Q9UIG0
BAF complex,O14497
BAF complex,O94805
BAF complex,O96019
BAF complex,P51532
BAF complex,P51531
BAF complex,Q12824
BAF complex,P60709
BAF complex,Q8TAQ2
BAF complex,Q92922
BAF complex,P63261
BAF complex,Q92925
BAF complex,Q969G3
BAF complex,Q96GM5
BAF complex,Q8NFD5
BAFL-BAF-LAP2beta complex,O75531
BAFL-BAF-LAP2beta complex,P42167
BAFL-BAF-LAP2beta complex,Q9H503
BAFL-BAF complex,O75531
BAFL-BAF complex,Q9H503
BAG1-HSC70 complex,P11142
BAG1-HSC70 complex,Q99933
BAG1-HSP70 complex,P0DMV8
BAG1-HSP70 complex,Q99933
BAG3-HSC70-HSPB8-CHIP complex,O95817
BAG3-HSC70-HSPB8-CHIP complex,P11142
BAG3-HSC70-HSPB8-CHIP complex,Q9UJY1
BAG3-HSC70-HSPB8-CHIP complex,Q9UNE7
BAG6-AMFR-FAF2 complex,P46379
BAG6-AMFR-FAF2 complex,Q96CS3
BAG6-AMFR-FAF2 complex,Q9UKV5
BAG6-HSPA2 complex,P46379
BAG6-HSPA2 complex,P54652
Bag6-Ubl4A-Trc35 Complex,P11441
Bag6-Ubl4A-Trc35 Complex,P46379
Bag6-Ubl4A-Trc35 Complex,Q7L5D6
BANF1 homodimer protein,O75531
BAR-BCL2-CASP8 complex,P10415
BAR-BCL2-CASP8 complex,Q14790
BAR-BCL2-CASP8 complex,Q9NZS9
BARD1-BRCA1-CSTF complex,P33240
BARD1-BRCA1-CSTF complex,P38398
BARD1-BRCA1-CSTF complex,Q05048
BARD1-BRCA1-CSTF complex,Q12996
BARD1-BRCA1-CSTF complex,Q99728
BARD1-BRCA1-CSTF64 complex,P33240
BARD1-BRCA1-CSTF64 complex,P38398
BARD1-BRCA1-CSTF64 complex,Q99728
BARD1\u2013BRCA1\u2013RAD51 complex,P38398
BARD1\u2013BRCA1\u2013RAD51 complex,Q06609
BARD1\u2013BRCA1\u2013RAD51 complex,Q99728
BASC (Ab 80) complex (BRCA1-associated genome surveillance complex),P35249
BASC (Ab 80) complex (BRCA1-associated genome surveillance complex),P35250
BASC (Ab 80) complex (BRCA1-associated genome surveillance complex),P35251
BASC (Ab 80) complex (BRCA1-associated genome surveillance complex),P38398
BASC (Ab 80) complex (BRCA1-associated genome surveillance complex),P40692
BASC (Ab 80) complex (BRCA1-associated genome surveillance complex),P43246
BASC (Ab 80) complex (BRCA1-associated genome surveillance complex),P52701
BASC (Ab 80) complex (BRCA1-associated genome surveillance complex),P54132
BASC (Ab 81) complex (BRCA1-associated genome surveillance complex),P35249
BASC (Ab 81) complex (BRCA1-associated genome surveillance complex),P35250
BASC (Ab 81) complex (BRCA1-associated genome surveillance complex),P35251
BASC (Ab 81) complex (BRCA1-associated genome surveillance complex),P38398
BASC (Ab 81) complex (BRCA1-associated genome surveillance complex),P40692
BASC (Ab 81) complex (BRCA1-associated genome surveillance complex),Q13315
BASC (Ab C-20) complex (BRCA1-associated genome surveillance complex),P38398
BASC (Ab C-20) complex (BRCA1-associated genome surveillance complex),P52701
BASC (Ab C-20) complex (BRCA1-associated genome surveillance complex),Q92878
BASC complex (BRCA1-associated genome surveillance complex),O60934
BASC complex (BRCA1-associated genome surveillance complex),P35249
BASC complex (BRCA1-associated genome surveillance complex),P35250
BASC complex (BRCA1-associated genome surveillance complex),P35251
BASC complex (BRCA1-associated genome surveillance complex),P38398
BASC complex (BRCA1-associated genome surveillance complex),P40692
BASC complex (BRCA1-associated genome surveillance complex),P43246
BASC complex (BRCA1-associated genome surveillance complex),P49959
BASC complex (BRCA1-associated genome surveillance complex),P52701
BASC complex (BRCA1-associated genome surveillance complex),P54132
BASC complex (BRCA1-associated genome surveillance complex),Q13315
BASC complex (BRCA1-associated genome surveillance complex),Q92878
BAX homo-oligomer complex,Q07812
BBS-chaperonin complex,P17987
BBS-chaperonin complex,P48643
BBS-chaperonin complex,P49368
BBS-chaperonin complex,P50990
BBS-chaperonin complex,P50991
BBS-chaperonin complex,P78371
BBS-chaperonin complex,Q6ZW61
BBS-chaperonin complex,Q8IWZ6
BBS-chaperonin complex,Q8TAM1
BBS-chaperonin complex,Q9NPJ1
BBS1-BBS4-BBS5-PKD1-TTC8 complex,P98161
BBS1-BBS4-BBS5-PKD1-TTC8 complex,Q8N3I7
BBS1-BBS4-BBS5-PKD1-TTC8 complex,Q8NFJ9
BBS1-BBS4-BBS5-PKD1-TTC8 complex,Q8TAM2
BBS1-BBS4-BBS5-PKD1-TTC8 complex,Q96RK4
BBS4 centriolar satellite complex,Q15154
BBS4 centriolar satellite complex,Q96RK4
BBS4 centriolar satellite complex,Q9UPN4
BBSome,A8MTZ0
BBSome,Q3SYG4
BBSome,Q8IWZ6
BBSome,Q8N3I7
BBSome,Q8NFJ9
BBSome,Q8TAM2
BBSome,Q96RK4
BBSome,Q9BXC9
BBSome core complex,Q3SYG4
BBSome core complex,Q8IWZ6
BBSome core complex,Q8NFJ9
BBSome core complex,Q9BXC9
BBSome linker complex,A8MTZ0
BBSome linker complex,Q8TAM2
BBSome linker complex,Q96RK4
BCDX2 complex,O15315
BCDX2 complex,O43502
BCDX2 complex,O43543
BCDX2 complex,O75771
Bcl-2-Beclin1-UVRAG-PI(3)KC3 complex,P10415
Bcl-2-Beclin1-UVRAG-PI(3)KC3 complex,Q14457
Bcl-2-Beclin1-UVRAG-PI(3)KC3 complex,Q8NEB9
Bcl-2-Beclin1-UVRAG-PI(3)KC3 complex,Q99570
Bcl-2-Beclin1-UVRAG-PI(3)KC3 complex,Q9P2Y5
BCL10-MALT1 complex,O95999
BCL10-MALT1 complex,Q9UDY8
BCL10 homo-oligomer complex,O95999
BCL2-CISD2 complex,P10415
BCL2-CISD2 complex,Q8N5K1
BCL6-HDAC4 complex,P41182
BCL6-HDAC4 complex,P56524
BCL6-HDAC5 complex,P41182
BCL6-HDAC5 complex,Q9UQL6
BCL6-HDAC7 complex,P41182
BCL6-HDAC7 complex,Q8WUI4
BCL6-ZBTB17 complex,P41182
BCL6-ZBTB17 complex,Q13105
BCOR complex,P11142
BCOR complex,P63208
BCOR complex,Q06587
BCOR complex,Q6W2J9
BCOR complex,Q8N488
BCOR complex,Q8NHM5
BCOR complex,Q99496
BCOR complex,Q9BSM1
BCR-ABL (p185 fusion protein)-GRB2 complex,P62993
BCR-ABL (p185 fusion protein)-GRB2 complex,Q13745
BCR-ABL (p210 fusion protein)-GRB2-SOS1 complex,A1Z199
BCR-ABL (p210 fusion protein)-GRB2-SOS1 complex,P62993
BCR-ABL (p210 fusion protein)-GRB2-SOS1 complex,Q07889
BCR-ABL (p210 fusion protein)-GRB2 complex,A1Z199
BCR-ABL (p210 fusion protein)-GRB2 complex,P62993
beta-catenin-B-cell lymphoma 9 protein  complex,O00512
beta-catenin-B-cell lymphoma 9 protein  complex,P35222
beta-Catenin destruction complex,O15169
beta-Catenin destruction complex,P25054
beta-Catenin destruction complex,P35222
beta-Catenin destruction complex,P49841
Beta-dystroglycan-caveolin-3 complex,P56539
Beta-dystroglycan-caveolin-3 complex,Q14118
beta(1)-AR receptosome (ADRB1-SAP97-AKAP79-PRKAR2A),P08588
beta(1)-AR receptosome (ADRB1-SAP97-AKAP79-PRKAR2A),P13861
beta(1)-AR receptosome (ADRB1-SAP97-AKAP79-PRKAR2A),P24588
beta(1)-AR receptosome (ADRB1-SAP97-AKAP79-PRKAR2A),Q12959
BETA2-Cyclin D1 complex,P24385
BETA2-Cyclin D1 complex,Q13562
BHC complex,O60341
BHC complex,Q13547
BHC complex,Q92769
BHC complex,Q96BD5
BHC complex,Q9P0W2
BHC complex,Q9UKL0
BHC110 complex,O60341
BHC110 complex,O75362
BHC110 complex,Q13547
BHC110 complex,Q14687
BHC110 complex,Q92618
BHC110 complex,Q92769
BHC110 complex,Q96BD5
