ComplexName,Reference,Organism
AKAP5-PRKAR2A-PPP3CA complex,P13861,human
AKAP5-PRKAR2A-PPP3CA complex,P24588,human
AKAP5-PRKAR2A-PPP3CA complex,Q08209,human
Akt-PHLPP1-PHLPP2-FANCI-FANCD2-USP1-UAF1 complex,O60346,human
Akt-PHLPP1-PHLPP2-FANCI-FANCD2-USP1-UAF1 complex,O94782,human
Akt-PHLPP1-PHLPP2-FANCI-FANCD2-USP1-UAF1 complex,P31749,human
Akt-PHLPP1-PHLPP2-FANCI-FANCD2-USP1-UAF1 complex,Q6ZVD8,human
Akt-PHLPP1-PHLPP2-FANCI-FANCD2-USP1-UAF1 complex,Q8TAF3,human
Akt-PHLPP1-PHLPP2-FANCI-FANCD2-USP1-UAF1 complex,Q9BXW9,human
Akt-PHLPP1-PHLPP2-FANCI-FANCD2-USP1-UAF1 complex,Q9NVI1,human
"AKT1-APPL1-HDAC3 complex, induced by IGF-1",O15379,human
"AKT1-APPL1-HDAC3 complex, induced by IGF-1",P31749,human
"AKT1-APPL1-HDAC3 complex, induced by IGF-1",Q9UKG1,human
AKT1-FOXO1-WDFY2 complex,P31749,human
AKT1-FOXO1-WDFY2 complex,Q12778,human
AKT1-FOXO1-WDFY2 complex,Q96P53,human
AKT1-NQO2 complex,P16083,human
AKT1-NQO2 complex,P31749,human
ALL-1 supercomplex,O00422,human
ALL-1 supercomplex,O60264,human
ALL-1 supercomplex,O60341,human
ALL-1 supercomplex,O75446,human
ALL-1 supercomplex,O94776,human
ALL-1 supercomplex,O95983,human
ALL-1 supercomplex,P20226,human
ALL-1 supercomplex,P21675,human
ALL-1 supercomplex,P49848,human
ALL-1 supercomplex,P51531,human
ALL-1 supercomplex,P61964,human
ALL-1 supercomplex,P62826,human
ALL-1 supercomplex,Q03164,human
ALL-1 supercomplex,Q09028,human
ALL-1 supercomplex,Q12824,human
ALL-1 supercomplex,Q12873,human
ALL-1 supercomplex,Q13547,human
ALL-1 supercomplex,Q15029,human
ALL-1 supercomplex,Q15291,human
ALL-1 supercomplex,Q16514,human
ALL-1 supercomplex,Q16576,human
ALL-1 supercomplex,Q16594,human
ALL-1 supercomplex,Q8TAQ2,human
ALL-1 supercomplex,Q92769,human
ALL-1 supercomplex,Q92797,human
ALL-1 supercomplex,Q92922,human
ALL-1 supercomplex,Q96ST3,human
ALL-1 supercomplex,Q9P2I0,human
Alpha-dystrobrevin-ZO-1-actin complex,P60709,human
Alpha-dystrobrevin-ZO-1-actin complex,Q07157,human
Alpha-dystrobrevin-ZO-1-actin complex,Q9Y4J8,human
alphaB-crystallin-Nav1.5 complex,P02511,human
alphaB-crystallin-Nav1.5 complex,Q14524,human
AMFR-ERLIN2-TMUB1 complex,O94905,human
AMFR-ERLIN2-TMUB1 complex,Q9BVT8,human
AMFR-ERLIN2-TMUB1 complex,Q9UKV5,human
"AMFR-STING-INSIG1 complex, herpes simplex virus 1 induced",O15503,human
"AMFR-STING-INSIG1 complex, herpes simplex virus 1 induced",Q86WV6,human
"AMFR-STING-INSIG1 complex, herpes simplex virus 1 induced",Q9UKV5,human
AML1-HIPK2-p300 complex,Q01196,human
AML1-HIPK2-p300 complex,Q09472,human
AML1-HIPK2-p300 complex,Q9H2X6,human
Amot-cadherin-11-beta-catenin-p120 complex,O60716,human
Amot-cadherin-11-beta-catenin-p120 complex,P35222,human
Amot-cadherin-11-beta-catenin-p120 complex,P55287,human
Amot-cadherin-11-beta-catenin-p120 complex,Q4VCS5,human
AMY-1-S-AKAP84-RII-beta complex,P31323,human
AMY-1-S-AKAP84-RII-beta complex,Q92667,human
AMY-1-S-AKAP84-RII-beta complex,Q99417,human
Amyloid beta protein homo-oligomer complex,P05067,human
Anaphase-promoting complex,P30260,human
Anaphase-promoting complex,Q13042,human
Anaphase-promoting complex,Q9H1A4,human
Anaphase-promoting complex,Q9UJX2,human
Anaphase-promoting complex,Q9UJX3,human
Anaphase-promoting complex,Q9UJX4,human
Anaphase-promoting complex,Q9UJX5,human
Anaphase-promoting complex,Q9UJX6,human
Anaphase-promoting complex,Q9UM13,human
ANCO1-HDAC3  complex,O15379,human
ANCO1-HDAC3  complex,Q6UB99,human
Angiogenin-PRI complex,P03950,human
Angiogenin-PRI complex,P13489,human
ANGPTL4-LRP6-SDC1 complex,O75581,human
ANGPTL4-LRP6-SDC1 complex,P18827,human
ANGPTL4-LRP6-SDC1 complex,Q9BY76,human
ANGPTL4-LRP6-SDC2 complex,O75581,human
ANGPTL4-LRP6-SDC2 complex,P34741,human
ANGPTL4-LRP6-SDC2 complex,Q9BY76,human
ANGPTL4-LRP6-SDC4 complex,O75581,human
ANGPTL4-LRP6-SDC4 complex,P31431,human
ANGPTL4-LRP6-SDC4 complex,Q9BY76,human
ANKRA2-CCDC8-OBSL1-CUL7 complex,O75147,human
ANKRA2-CCDC8-OBSL1-CUL7 complex,Q14999,human
ANKRA2-CCDC8-OBSL1-CUL7 complex,Q9H0W5,human
ANKRA2-CCDC8-OBSL1-CUL7 complex,Q9H9E1,human
ANKS6-NEK8-INVS-NPHP3 complex,Q68DC2,human
ANKS6-NEK8-INVS-NPHP3 complex,Q7Z494,human
ANKS6-NEK8-INVS-NPHP3 complex,Q86SG6,human
ANKS6-NEK8-INVS-NPHP3 complex,Q9Y283,human
ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex,P05141,human
ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex,P06454,human
ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex,P25788,human
ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex,P39687,human
ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex,Q92688,human
anti-BHC110 complex,O60341,human
anti-BHC110 complex,O75362,human
anti-BHC110 complex,P78347,human
anti-BHC110 complex,Q13547,human
anti-BHC110 complex,Q14202,human
anti-BHC110 complex,Q14687,human
anti-BHC110 complex,Q92769,human
anti-BHC110 complex,Q96BD5,human
anti-BHC110 complex,Q9P0W2,human
anti-BHC110 complex,Q9UBW7,human
anti-BHC110 complex,Q9UKL0,human
Anti-HDAC2 complex,O60341,human
Anti-HDAC2 complex,O94776,human
Anti-HDAC2 complex,P78347,human
Anti-HDAC2 complex,Q09028,human
Anti-HDAC2 complex,Q12873,human
Anti-HDAC2 complex,Q13330,human
Anti-HDAC2 complex,Q13547,human
Anti-HDAC2 complex,Q14202,human
Anti-HDAC2 complex,Q14687,human
Anti-HDAC2 complex,Q14839,human
Anti-HDAC2 complex,Q16576,human
Anti-HDAC2 complex,Q92769,human
Anti-HDAC2 complex,Q96BD5,human
Anti-HDAC2 complex,Q96ST3,human
Anti-HDAC2 complex,Q9P0W2,human
Anti-HDAC2 complex,Q9UBW7,human
Anti-HDAC2 complex,Q9UKL0,human
Anti-Sm protein complex,O14744,human
Anti-Sm protein complex,O14893,human
Anti-Sm protein complex,P14678,human
Anti-Sm protein complex,P54105,human
Anti-Sm protein complex,P57678,human
Anti-Sm protein complex,Q16637,human
Anti-Sm protein complex,Q9UHI6,human
Anti-SMN protein complex,O14893,human
Anti-SMN protein complex,P14678,human
Anti-SMN protein complex,P57678,human
Anti-SMN protein complex,Q16637,human
Anti-SMN protein complex,Q9UHI6,human
AOF2-AR complex,O60341,human
AOF2-AR complex,P10275,human
AP1 adaptor complex,O43747,human
AP1 adaptor complex,O75843,human
AP1 adaptor complex,P56377,human
AP1 adaptor complex,P61966,human
AP1 adaptor complex,Q10567,human
AP1 adaptor complex,Q96PC3,human
AP1 adaptor complex,Q9BXS5,human
AP1 adaptor complex,Q9Y6Q5,human
AP1B1-AP1G2-AP1M-1AP1S1 complex,O75843,human
AP1B1-AP1G2-AP1M-1AP1S1 complex,P61966,human
AP1B1-AP1G2-AP1M-1AP1S1 complex,Q10567,human
AP1B1-AP1G2-AP1M-1AP1S1 complex,Q9BXS5,human
AP1G1-PACS1-FURIN complex,O43747,human
AP1G1-PACS1-FURIN complex,P09958,human
AP1G1-PACS1-FURIN complex,Q6VY07,human
AP3-BLOC1 complex,O00203,human
AP3-BLOC1 complex,O14617,human
AP3-BLOC1 complex,O95295,human
AP3-BLOC1 complex,P53677,human
AP3-BLOC1 complex,P59780,human
AP3-BLOC1 complex,P78537,human
AP3-BLOC1 complex,Q13367,human
AP3-BLOC1 complex,Q6QNY0,human
AP3-BLOC1 complex,Q6QNY1,human
AP3-BLOC1 complex,Q8TDH9,human
AP3-BLOC1 complex,Q92572,human
AP3-BLOC1 complex,Q96EV8,human
AP3-BLOC1 complex,Q9NUP1,human
AP3-BLOC1 complex,Q9UL45,human
AP3-BLOC1 complex,Q9Y2T2,human
AP3 adaptor complex,O00203,human
AP3 adaptor complex,O14617,human
AP3 adaptor complex,P53677,human
AP3 adaptor complex,P59780,human
AP3 adaptor complex,Q13367,human
AP3 adaptor complex,Q92572,human
AP3 adaptor complex,Q9Y2T2,human
AP3D1-AP3S1 complex,O14617,human
AP3D1-AP3S1 complex,Q92572,human
AP3D1-AP3S2 complex,O14617,human
AP3D1-AP3S2 complex,P59780,human
AP4 adaptor complex,O00189,human
AP4 adaptor complex,Q9UPM8,human
AP4 adaptor complex,Q9Y587,human
AP4 adaptor complex,Q9Y6B7,human
AP5-SPG11-SPG15 complex,O43299,human
AP5-SPG11-SPG15 complex,Q2VPB7,human
AP5-SPG11-SPG15 complex,Q68DK2,human
AP5-SPG11-SPG15 complex,Q96JI7,human
AP5-SPG11-SPG15 complex,Q9H0R1,human
AP5-SPG11-SPG15 complex,Q9NUS5,human
AP5 adaptor complex,O43299,human
AP5 adaptor complex,Q2VPB7,human
AP5 adaptor complex,Q9H0R1,human
AP5 adaptor complex,Q9NUS5,human
APBB1-TSHZ3-HDAC1 complex,O00213,human
APBB1-TSHZ3-HDAC1 complex,Q13547,human
APBB1-TSHZ3-HDAC1 complex,Q63HK5,human
APC-AXIN1-CTNNB1 complex,O15169,human
APC-AXIN1-CTNNB1 complex,P25054,human
APC-AXIN1-CTNNB1 complex,P35222,human
APC-DLG4 complex,P25054,human
APC-DLG4 complex,P78352,human
APC-IQGAP1-Cdc42 complex,P25054,human
APC-IQGAP1-Cdc42 complex,P46940,human
APC-IQGAP1-Cdc42 complex,P60953,human
APC-IQGAP1-CLIP-170 complex,P25054,human
APC-IQGAP1-CLIP-170 complex,P30622,human
APC-IQGAP1-CLIP-170 complex,P46940,human
APC-IQGAP1-Rac1 complex,P25054,human
APC-IQGAP1-Rac1 complex,P46940,human
APC-IQGAP1-Rac1 complex,P63000,human
APC-IQGAP1 complex,P25054,human
APC-IQGAP1 complex,P46940,human
APH1A-PSEN1-NCSTN complex,P49768,human
APH1A-PSEN1-NCSTN complex,Q92542,human
APH1A-PSEN1-NCSTN complex,Q96BI3,human
APH1A-PSEN2-NCSTN complex,P49810,human
APH1A-PSEN2-NCSTN complex,Q92542,human
APH1A-PSEN2-NCSTN complex,Q96BI3,human
APLG1-Rababtin5 complex,O43747,human
APLG1-Rababtin5 complex,Q15276,human
"APOL1 complex A (APOL1, APOA1, HPR, C3)",O14791,human
"APOL1 complex A (APOL1, APOA1, HPR, C3)",P00739,human
"APOL1 complex A (APOL1, APOA1, HPR, C3)",P01024,human
"APOL1 complex A (APOL1, APOA1, HPR, C3)",P02647,human
"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)",O14791,human
"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)",P00739,human
"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)",P01871,human
"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)",P02647,human
"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)",P02751,human
"Apoptosis- and splicing-associated protein complex (ASAP-L), SAP18, RNPS1, Acinus-L",O00422,human
"Apoptosis- and splicing-associated protein complex (ASAP-L), SAP18, RNPS1, Acinus-L",Q15287,human
"Apoptosis- and splicing-associated protein complex (ASAP-L), SAP18, RNPS1, Acinus-L",Q9UKV3,human
Apoptosome,O14727,human
Apoptosome,P99999,human
Apoptosome-procaspase 9 complex,O14727,human
Apoptosome-procaspase 9 complex,P55211,human
Apoptosome-procaspase 9 complex,P99999,human
APP-Abeta42-VDAC1 complex,P05067,human
APP-Abeta42-VDAC1 complex,P21796,human
APP-APBB1-KAT5 complex,O00213,human
APP-APBB1-KAT5 complex,P05067,human
APP-APBB1-KAT5 complex,Q92993,human
APP-APBB1-LRP1 complex,O00213,human
APP-APBB1-LRP1 complex,P05067,human
APP-APBB1-LRP1 complex,Q07954,human
APP-PSEN1 complex,P05067,human
APP-PSEN1 complex,P49768,human
APP-PSEN2 complex,P05067,human
APP-PSEN2 complex,P49810,human
APP-TIM23 complex,O14925,human
APP-TIM23 complex,P05067,human
APP-TNFRSF21 complex,O75509,human
APP-TNFRSF21 complex,P05067,human
APP-TOM40 complex,O96008,human
APP-TOM40 complex,P05067,human
APP(AICD)-FOXO1 complex,P05067,human
APP(AICD)-FOXO1 complex,Q12778,human
APP(AICD)-FOXO3 complex,O43524,human
APP(AICD)-FOXO3 complex,P05067,human
APP(AICD)-FOXO4 complex,P05067,human
APP(AICD)-FOXO4 complex,P98177,human
APP(AICD)-MED12 complex,P05067,human
APP(AICD)-MED12 complex,Q93074,human
APPBP1-UBA3 complex,Q13564,human
APPBP1-UBA3 complex,Q8TBC4,human
AQP1 homotetramer,P29972,human
AR-AKT-APPL complex,P10275,human
AR-AKT-APPL complex,P31749,human
AR-AKT-APPL complex,Q9UKG1,human
ARAF-PIK3R1 complex,P10398,human
ARAF-PIK3R1 complex,P27986,human
ARC-L complex,O43513,human
ARC-L complex,O60244,human
ARC-L complex,O75448,human
ARC-L complex,O75586,human
ARC-L complex,P24863,human
ARC-L complex,P49336,human
ARC-L complex,Q13503,human
ARC-L complex,Q15648,human
ARC-L complex,Q71SY5,human
ARC-L complex,Q93074,human
ARC-L complex,Q96RN5,human
ARC-L complex,Q9NVC6,human
ARC-L complex,Q9UHV7,human
ARC-L complex,Q9ULK4,human
ARC complex,O43513,human
ARC complex,O60244,human
ARC complex,O75448,human
ARC complex,O75586,human
ARC complex,O95402,human
ARC complex,Q15648,human
ARC complex,P24863,human
ARC complex,Q71SY5,human
ARC complex,P49336,human
ARC complex,Q93074,human
ARC complex,Q13503,human
ARC complex,Q96G25,human
ARC complex,Q96RN5,human
ARC complex,Q9NPJ6,human
ARC complex,Q9NVC6,human
ARC complex,Q9UHV7,human
ARC complex,Q9UKU7,human
ARC complex,Q9ULK4,human
ARC92-Mediator complex,O43513,human
ARC92-Mediator complex,O60244,human
ARC92-Mediator complex,O75586,human
ARC92-Mediator complex,O95402,human
ARC92-Mediator complex,P49336,human
ARC92-Mediator complex,Q15648,human
ARC92-Mediator complex,Q71SY5,human
ARC92-Mediator complex,Q93074,human
ARC92-Mediator complex,Q96RN5,human
ARC92-Mediator complex,Q9NVC6,human
ARC92-Mediator complex,Q9UHV7,human
ARC92-Mediator complex,Q9ULK4,human
ARC92-Mediator complex,Q9Y2X0,human
ARD1-NATH complex,P36406,human
ARD1-NATH complex,Q9BXJ9,human
ARF-Mule complex,P06748,human
ARF-Mule complex,Q7Z6Z7,human
ARF-Mule complex,Q8N726,human
ARF1-ARL1-PKD2-ARFIP2 complex,P40616,human
ARF1-ARL1-PKD2-ARFIP2 complex,P53365,human
ARF1-ARL1-PKD2-ARFIP2 complex,P84077,human
ARF1-ARL1-PKD2-ARFIP2 complex,Q13563,human
ArgBP2a-CBL-PTK2B complex,O94875,human
ArgBP2a-CBL-PTK2B complex,P22681,human
ArgBP2a-CBL-PTK2B complex,Q14289,human
ArgRS-GlnRS-AIMP1 complex,P47897,human
ArgRS-GlnRS-AIMP1 complex,P54136,human
ArgRS-GlnRS-AIMP1 complex,Q12904,human
ARHGEF2-MAPK1-MAPK3-PXN complex,P27361,human
ARHGEF2-MAPK1-MAPK3-PXN complex,P28482,human
ARHGEF2-MAPK1-MAPK3-PXN complex,P49023,human
ARHGEF2-MAPK1-MAPK3-PXN complex,Q92974,human
ARHGEF7-GIT2-PAK1 complex,Q13153,human
ARHGEF7-GIT2-PAK1 complex,Q14155,human
ARHGEF7-GIT2-PAK1 complex,Q14161,human
ARL2-TBCD complex,P36404,human
ARL2-TBCD complex,Q9BTW9,human
ARNT-HIF1A complex,P27540,human
ARNT-HIF1A complex,Q16665,human
ARNT-HLF complex,P27540,human
ARNT-HLF complex,Q16534,human
ARNTL-EPAS1 complex,O00327,human
ARNTL-EPAS1 complex,Q99814,human
ARNTL-HIF1A complex,O00327,human
ARNTL-HIF1A complex,Q16665,human
ARNTL-NPAS2 complex,O00327,human
ARNTL-NPAS2 complex,Q99743,human
Arp2/3 protein complex,O15143,human
Arp2/3 protein complex,O15144,human
Arp2/3 protein complex,O15145,human
Arp2/3 protein complex,O15511,human
Arp2/3 protein complex,P59998,human
Arp2/3 protein complex,P61158,human
Arp2/3 protein complex,P61160,human
ARP3-WHAMM complex,P61158,human
ARP3-WHAMM complex,Q8TF30,human
ArPIKfyve-Sac3-Sph1 complex,Q92562,human
ArPIKfyve-Sac3-Sph1 complex,Q9Y2I7,human
ArPIKfyve-Sac3-Sph1 complex,Q9Y6H5,human
"ARRB1-ARHGEF18-ENAH complex, induce by EDN-1",P49407,human
"ARRB1-ARHGEF18-ENAH complex, induce by EDN-1",Q6ZSZ5,human
"ARRB1-ARHGEF18-ENAH complex, induce by EDN-1",Q8N8S7,human
Artemis-DNA-PK complex,P78527,human
Artemis-DNA-PK complex,Q96SD1,human
ARTN-GFRA3-RET comples,O60609,human
ARTN-GFRA3-RET comples,P07949,human
ARTN-GFRA3-RET comples,Q5T4W7,human
ARXN1-CIC complex,P54253,human
ARXN1-CIC complex,Q96RK0,human
ASAH1-NR5A1-SAPD complex,P07602,human
ASAH1-NR5A1-SAPD complex,Q13285,human
ASAH1-NR5A1-SAPD complex,Q13510,human
ASAH1-NR5A1 complex,Q13285,human
ASAH1-NR5A1 complex,Q13510,human
ASCOM complex,O14686,human
ASCOM complex,P07437,human
ASCOM complex,P68366,human
ASCOM complex,Q14686,human
ASCOM complex,Q15291,human
ASCOM complex,Q8NEZ4,human
ASCOM complex,Q9UBL3,human
ASF1-histone containing complex,O96017,human
ASF1-histone containing complex,P49321,human
ASF1-histone containing complex,P50502,human
ASF1-histone containing complex,P68431,human
ASF1-histone containing complex,Q13112,human
ASF1-histone containing complex,Q9NVP2,human
ASF1-histone containing complex,Q9Y294,human
ASF1-interacting protein complex,P54198,human
ASF1-interacting protein complex,P68431,human
ASF1-interacting protein complex,Q13111,human
ASF1-interacting protein complex,Q13112,human
ASF1-interacting protein complex,Q9NVP2,human
ASF1-interacting protein complex,Q9Y294,human
ASH2L-KDM6B-KDM6B-WDR5 complex,O15054,human
ASH2L-KDM6B-KDM6B-WDR5 complex,P61964,human
ASH2L-KDM6B-KDM6B-WDR5 complex,Q15291,human
ASH2L-KDM6B-KDM6B-WDR5 complex,Q9UBL3,human
ASPP1-SAM68 complex,Q07666,human
ASPP1-SAM68 complex,Q96KQ4,human
Astrin-kinastrin complex,P53350,human
Astrin-kinastrin complex,P63167,human
Astrin-kinastrin complex,Q562F6,human
Astrin-kinastrin complex,Q96R06,human
Astrin-kinastrin complex,Q9Y448,human
ASXL1-HCFC1-OGT complex,O15294,human
ASXL1-HCFC1-OGT complex,P51610,human
ASXL1-HCFC1-OGT complex,Q8IXJ9,human
"ATAC complex, GCN5-linked",O75478,human
"ATAC complex, GCN5-linked",O75528,human
"ATAC complex, GCN5-linked",P61964,human
"ATAC complex, GCN5-linked",Q01658,human
"ATAC complex, GCN5-linked",Q8IYH5,human
"ATAC complex, GCN5-linked",Q92830,human
"ATAC complex, GCN5-linked",Q96ES7,human
"ATAC complex, GCN5-linked",Q9H8E8,human
"ATAC complex, GCN5-linked",Q9NS73,human
"ATAC complex, GCN5-linked",Q9ULM3,human
"ATAC complex, YEATS2-linked",O43318,human
"ATAC complex, YEATS2-linked",O75478,human
"ATAC complex, YEATS2-linked",O75528,human
"ATAC complex, YEATS2-linked",P61964,human
"ATAC complex, YEATS2-linked",Q01658,human
"ATAC complex, YEATS2-linked",Q14157,human
"ATAC complex, YEATS2-linked",Q8IYH5,human
"ATAC complex, YEATS2-linked",Q92830,human
"ATAC complex, YEATS2-linked",Q96ES7,human
"ATAC complex, YEATS2-linked",Q9H8E8,human
"ATAC complex, YEATS2-linked",Q9NR33,human
"ATAC complex, YEATS2-linked",Q9NRF9,human
"ATAC complex, YEATS2-linked",Q9NS73,human
"ATAC complex, YEATS2-linked",Q9ULM3,human
ATF2-HK1-VDAC1 complex,P15336,human
ATF2-HK1-VDAC1 complex,P19367,human
ATF2-HK1-VDAC1 complex,P21796,human
ATF4-CREB1 complex,P16220,human
ATF4-CREB1 complex,P18848,human
ATF7-TAF12 complex,P17544,human
ATF7-TAF12 complex,Q16514,human
ATL1 homo-oligomer complex,Q8WXF7,human
ATL2-SPG31 complex,Q8NHH9,human
ATL2-SPG31 complex,Q9H902,human
ATL2-SPG33 complex,Q5T4F4,human
ATL2-SPG33 complex,Q8NHH9,human
ATL3-SPG31 complex,Q6DD88,human
ATL3-SPG31 complex,Q9H902,human
ATL3-SPG33 complex,Q5T4F4,human
ATL3-SPG33 complex,Q6DD88,human
ATM-NBN complex,O60934,human
ATM-NBN complex,Q13315,human
ATM homodimer complex,Q13315,human
ATP4A-ATP4B complex,P20648,human
ATP4A-ATP4B complex,P51164,human
ATR-ATRIP complex,Q13535,human
ATR-ATRIP complex,Q8WXE1,human
ATR-HDAC2-CHD4 complex,Q13535,human
ATR-HDAC2-CHD4 complex,Q14839,human
ATR-HDAC2-CHD4 complex,Q92769,human
ATR-HDAC2 complex,Q13535,human
ATR-HDAC2 complex,Q92769,human
ATRX-DAXX complex,P46100,human
ATRX-DAXX complex,Q9UER7,human
AUF1(p45)-ZFP36 complex,P26651,human
AUF1(p45)-ZFP36 complex,Q14103,human
AUP1-OS9-SEL1L-UBC6e-UBXD8 complex,Q13438,human
AUP1-OS9-SEL1L-UBC6e-UBXD8 complex,Q96CS3,human
AUP1-OS9-SEL1L-UBC6e-UBXD8 complex,Q9UBV2,human
AUP1-OS9-SEL1L-UBC6e-UBXD8 complex,Q9Y385,human
AUP1-OS9-SEL1L-UBC6e-UBXD8 complex,Q9Y679,human
AURKA-HDAC6 cilia-disassembly complex,O14965,human
AURKA-HDAC6 cilia-disassembly complex,Q9UBN7,human
AURKA-HRAS-RAF1 complex,O14965,human
AURKA-HRAS-RAF1 complex,P01112,human
AURKA-HRAS-RAF1 complex,P04049,human
AURKA-INPP5E complex,O14965,human
AURKA-INPP5E complex,Q9NRR6,human
AURKB-VRK1 complex,Q96GD4,human
AURKB-VRK1 complex,Q99986,human
AuroraB-AuroraC-INCENP complex,O14965,human
AuroraB-AuroraC-INCENP complex,Q96GD4,human
AuroraB-AuroraC-INCENP complex,Q9NQS7,human
AXIN-MEKK4-CCD1 complex,O15169,human
AXIN-MEKK4-CCD1 complex,Q155Q3,human
AXIN-MEKK4-CCD1 complex,Q9Y6R4,human
Axin-p53-HIPK2 complex,O15169,human
Axin-p53-HIPK2 complex,P04637,human
Axin-p53-HIPK2 complex,Q9H2X6,human
Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex,O15169,human
Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex,P35222,human
Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex,P49841,human
Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex,Q15172,human
Axin-SMAD3 complex,O15169,human
Axin-SMAD3 complex,P84022,human
AXIN1-APC-CTNNB1-GSK3B complex,O15169,human
AXIN1-APC-CTNNB1-GSK3B complex,P25054,human
AXIN1-APC-CTNNB1-GSK3B complex,P35222,human
AXIN1-APC-CTNNB1-GSK3B complex,P49841,human
AXIN1-GID8-GSK3B complex,O15169,human
AXIN1-GID8-GSK3B complex,P49841,human
AXIN1-GID8-GSK3B complex,Q9NWU2,human
AXL homodimer complex,P30530,human
B-raf-MAP3K11 complex,Q16584,human
B-raf-MAP3K11 complex,Q9NY11,human
B-WICH complex,O00159,human
B-WICH complex,O60264,human
B-WICH complex,O75533,human
B-WICH complex,P35659,human
B-WICH complex,Q03468,human
B-WICH complex,Q9BQG0,human
B-WICH complex,Q9NR30,human
B-WICH complex,Q9C093,human
B-WICH complex,Q9UIG0,human
BAF complex,O14497,human
BAF complex,O94805,human
BAF complex,O96019,human
BAF complex,P51532,human
BAF complex,P51531,human
BAF complex,Q12824,human
BAF complex,P60709,human
BAF complex,Q8TAQ2,human
BAF complex,Q92922,human
BAF complex,P63261,human
BAF complex,Q92925,human
BAF complex,Q969G3,human
BAF complex,Q96GM5,human
BAF complex,Q8NFD5,human
BAFL-BAF-LAP2beta complex,O75531,human
BAFL-BAF-LAP2beta complex,P42167,human
BAFL-BAF-LAP2beta complex,Q9H503,human
BAFL-BAF complex,O75531,human
BAFL-BAF complex,Q9H503,human
BAG1-HSC70 complex,P11142,human
BAG1-HSC70 complex,Q99933,human
BAG1-HSP70 complex,P0DMV8,human
BAG1-HSP70 complex,Q99933,human
BAG3-HSC70-HSPB8-CHIP complex,O95817,human
BAG3-HSC70-HSPB8-CHIP complex,P11142,human
BAG3-HSC70-HSPB8-CHIP complex,Q9UJY1,human
BAG3-HSC70-HSPB8-CHIP complex,Q9UNE7,human
BAG6-AMFR-FAF2 complex,P46379,human
